GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
Camp_aud_research,Formative research was conducted prior to the campaign,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2751,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
Camp_news,Earned media/public relations were used to promote the campaign,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2753,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
Camp_aud_research,Formative research was conducted prior to the campaign,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2751,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
Camp_tv_radio,Campaign ran on both national television and radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4580,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,Yes,,,,,,
Camp_mat_tested,Campaign was pre-tested,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2750,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
Camp_nat,At least one national mass media campaign ran during the survey period,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2748,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,No,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W7_rotation_C,Health warnings on smokeless tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2745,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W6_font_C,"Font style, font size and colour of health warnings are mandated for smokeless tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W8_princ_langs_C,Health warnings on smokeless tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2744,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,No,,,,,,
W8_princ_langs_C,Health warnings on smokeless tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,Yes,,,,,,
W11_outside_pack_C,Health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2743,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,No,,,,,,
E15a_sponsorship,Ban on sponsorship (contributions and/or publicity of contributions),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1317,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W24_exp_date_C,Display of expiry dates is prevented on smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W6_font_C,"Font style, font size and colour of health warnings are mandated for smokeless tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W24_exp_date_C,Display of expiry dates is prevented on smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,No,,,,,,
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2744,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W8_princ_langs_C,Health warnings on smokeless tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,Yes,,,,,,
W7_rotation_C,Health warnings on smokeless tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W6_font_C,"Font style, font size and colour of health warnings are mandated for smokeless tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,No,,,,,,
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,No,,,,,,
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2745,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,5,5.00000,,,,,
W14_harm_effects_C,Health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2743,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W13_ind_liability_C,Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W16_number_hw_C,Number of health warnings approved by the law for smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1280,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,3,3.00000,,,,,
W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
W8_princ_langs_C,Health warnings on smokeless tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2745,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2744,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,5,5.00000,,,,,
W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W24_exp_date_C,Display of expiry dates is prevented on smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,30,30.00000,,,,,
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,30,30.00000,,,,,
W1_HW_law_C,Law mandates that health warnings appear on smokeless tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W15_specific_hw_A,Specific health warnings are mandated for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W16_number_hw_A,Number of health warnings approved by the law for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1250,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,6,6.00000,,,,,
W8_princ_langs_A,Health warnings on cigarette packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W10_graphic_A,Health warnings on cigarette packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,No,,,,,,
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,No,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W14_harm_effects_B,Health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W16_number_hw_B,Number of health warnings approved by the law for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1269,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,6,6.00000,,,,,
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,No,,,,,,
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,No,,,,,,
W7_rotation_A,Health warnings on cigarette packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W14_harm_effects_A,Health warnings on cigarette packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W16_number_hw_A,Number of health warnings approved by the law for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1250,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,6,6.00000,,,,,
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,No,,,,,,
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,30,30.00000,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,No,,,,,,
W15_specific_hw_B,Specific health warnings are mandated for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,No,,,,,,
W24_exp_date_B,Display of expiry dates is prevented on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,30,30.00000,,,,,
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W11_outside_pack_A,Health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,No,,,,,,
W1_HW_law_B,Law mandates that health warnings appear on other smoked tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W10_graphic_B,Health warnings on other smoked tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W24_exp_date_B,Display of expiry dates is prevented on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,No,,,,,,
W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1266,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,10,10.00000,,,,,
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W10_graphic_A,Health warnings on cigarette packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,No,,,,,,
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,5,5.00000,,,,,
